id	date	question
396850636	2018-03-30 12:47:03	Hi, ||My name is and my student ID is 870160902. I was wondering if there are any other degrees that I am close to achieving with the credits I have. I want to see what my other options are for getting a degree. The reason I ask is because I spend most of my time down in Tacoma General Hospital with my dying mother. Her dying wish is to see me graduate with a degree. Math doesn't seem to be my strong suit since I've failed Math 152 twice.||Best,||Michael Andres
467396721	2019-01-06 15:24:16	Hi, ||My name is, I'm very interested about the Criminal Justice online Program. |I would love to receive more information about tuition and costs.|||Thank you so much for your time,|Vanessa Barrios.
441674676	2018-09-25 0:40:03	Hi, |I am a new running start student for the 2018 fall quarter. To get to the campus, I was interested in your orca program that you provide for the students. Where students pay $100 for a $200 loaded e-purse orca card. Since I am only 17 and junior in high school, I was wondering if your cashier's office sells orca youth cards also?
441675868	2018-09-25 0:46:56	Hi, |I am a new running start student for the 2018 fall quarter. To get to the campus, I was interested in your orca program that you provide for the students. Where students pay $100 for a $200 loaded e-purse orca card. Since I am only 17 and junior in high school, I was wondering if your cashier's office sells orca youth cards also?
576161685	2020-01-29 13:19:19	Hi, |I have 65 credits from my Psychology degree in Argentina, they have been evaluated from WES and now living  in Seattle Id like to finish my associate in the Shoreline Community college. Therefore , I want to know where i should send my evaluation to see how many credits can i get counted . |Thank you!|Sincerely, |Julieta.
400346790	2018-04-15 3:38:47	Hi, |I heard about the high school 21+ program, but I don't see much information on your website. Could you send me information on it please?|Thank you!
572506203	2020-01-15 15:07:50	Hi, |I just completed my general associate degree from Bellevue Collge and I am currently in OPT. I was looking forward to apply to your Nursing program for Fall. Could you please let me know how can I do so ?
506820614	2019-05-23 5:45:27	Hi, |I would like to apply for the biochemistry and chemical engineering course, but would like to know if there are any prerequisites for eligiblity  for the application.
388165929	2018-02-27 13:46:57	Hi, |I'd like to find out if your career advising services could be helpful to me. I'm over 50 and looking to explore careers and jobs for which I think I might be a good fit. Can I schedule some time to speak with an advisor who could help me identify resources and provide some direction?|Thanks,|John
505530721	2019-05-17 14:55:10	Hi, |I'm currently doing my prereq's for your RN program. I am thinking i'm applying at the beginning of next year. However, i'm wanting to know if you know  what date that would be? Just trying to make a timeline.|Thank you|Michelle
420411457	2018-07-02 17:26:51	Hi, |i'm looking for exam proctor for an online course i'm taking with Stanford. |are you available for exams on 7/26 and 8/17? ||thanks|
467266702	2019-01-05 17:25:47	Hi, |My name is I'm 52 years old and looking for a course at the college for screenplay writing.|I'm looking at the next semester.||I searched the college's website and could not find a specific course that teaches only screenwriting.||Would appreciate your advice.||Thanks,||Renata
415119715	2018-06-12 16:37:40	Hi, could you send me my student ID number? I took classes here a few years ago and want to register for summer. Thank you!
502785594	2019-05-07 14:51:47	Hi, good morning! ||I'm currently an international student with a F-1 visa and I-20, studying at Seattle Central College, and I would like to transfer for another college that is closer to my apartment. I would like to know the prices for the tuition and the quarter for the English program. I'm in level 4 an I plan on getting an associate degree in psychology after I finish the English program. |Thank you, ||Rayssa
518079089	2019-07-06 1:40:17	Hi, had problems getting through the website and was unable to pay tuition, I was hoping there was someway to still get into those classes.
408742064	2018-05-17 10:44:02	Hi, how are you?||My name is my wife want apply to Nursing course in your college.||We living in São Paulo, Brazil and we need know more details about costs and visa to study there.||Thank you.||Best regards.
556283739	2019-11-15 22:29:34	Hi, I already have a fafsa account I want to enroll to health information foundation certificate. How do I get started please advise
556283752	2019-11-15 22:29:42	Hi, I already have a fafsa account I want to enroll to health information foundation certificate. How do I get started please advise
572596003	2020-01-15 20:29:36	Hi, I am a computer science major looking for a college that has calculus 2 and computer programming courses for summer quarter specifically and am reaching out to see if this college offers that? Thank you.
430942097	2018-08-11 2:08:08	Hi, I am a current post-bac student at UW. Our department requires us have to take one Physic or Chemic course for graduating requirement. I want to ask do you have any basic online  Physic or Chemic course (The most basic one for college students) or any accelerated ""hybrid"" version course from August to September?  |Thanks a lot :)
416337534	2018-06-18 3:42:17	Hi, I am a former student who graduated from the nursing program Spring Quarter 2013. I need my graduation date for a loan form, and my diploma only has March 2013. Can you please tell me which date the quarter ended that year? Thanks!||Jessica Johnson 965334514
429316589	2018-08-04 8:39:08	Hi, I am a former student. I am looking for an unofficial copy of my transcripts. I do not have my student ID number. |How can I get those?|Can I get a digital copy?|Can they be mailed to my home?|Thank,|Lauren
530567699	2019-08-20 19:48:57	Hi, I am a granted asylum in the United States pursuant to section 208 of the Immigration and Nationality Act. I am wondering if I apply to the Shoreline Community College, which tuition status I am qualifying with by holding the asylum status. Thank you for you helping and I look forward to hearing from you.
560689732	2019-12-02 19:37:38	Hi, I am a non-degree seeking student and I was wondering if CHEM 256 will be offered Spring 2020? And how much will that cost?
393582569	2018-03-17 14:02:56	Hi, I am a professional with 5 years experience in the field of biotechnology looking to learn a few more lab techniques.  I'd like to take three courses from the Biotechnology lab specialist curriculum and was wondering if that is possible and what are the requirements to enroll.  I have a bachelors degree in Biology and have done pre-clinical and clinical research.||The classes I am interested are the following: BIOLOGY 275, BIOLOGY 249 and BIOLOGY 288.
410147132	2018-05-23 6:22:03	Hi, I am a student at Eastern Washington University and would like to take math 098 online for summer 2018. I was wondering since I am looking to just take one online course if i need to apply or do i just need to send in my transcripts to get approved and a student id number to register
398790668	2018-04-08 13:45:44	Hi, I am an attorney looking to qualify as an RN through your ADN program.||I am unclear what prerequisites I require, so I am looking for that information and also cost of the qualification.||Thank you so much
407127704	2018-05-10 23:34:00	Hi, I am Bomin Jun and I am currently a student at UW SEATTLE. I would like to attend SCC for about 2 quarters to attend prerequisite classes for UW Foster application. I would like to know which classes of SCC corresponds to UW's foster prerequisite classes, registration date, and tuition costs.
576650730	2020-01-30 15:07:25	Hi, I am curious about a couple of things. I am interested in your Nursing program (RN). I have not taken microbiology and I have not take nutrition. I would need to take those this summer before the fall semester was to start. I am wondering if that was possible if I was to be accepted into the program. I am not able to come in to speak to someone because I currently live in Georgia but will be moving to Washington in a few months. I am just a little confused on all of the steps I need to take.
493274869	2019-04-09 16:58:21	Hi, I am currently a student at Chapman University and I am wanting to take Managerial Accounting at a Community college this summer to transfer over. I have already taken Financial Accounting here at Chapman. What would be the steps to enrollment if i wanted to and what is the class type of managerial accounting (Ie, online or face to face or hybrid)?|Thanks
394914304	2018-03-22 19:12:35	Hi, I am helping my girlfriend do some research with regards to programs. She will finish her degree in Exercise Science, Medical Sciences from Ithaca College in May and we may be moving to Washington after I get of the Army this summer. She is looking at doing a Post-Bac so she can apply for medical school.  I have looked the website but am unsure if this is something that she could do there. Do the credits count as classes from UW or from SCC?|Thank you for any information.
574005567	2020-01-21 16:17:10	Hi, I am interested in applying to Shoreline's dental hygienist program next winter. I am currently taking the last of my prerequisites at Olympic College but I am unsure of what I have left to take in order to be eligible to apply. If I could set up an appointment with an adviser in that program that would be very helpful. Thank You.
489572262	2019-03-28 17:27:33	Hi, I am interested in completing the holistic landscape design program at Bastyr. I have an AA from NSCC, but i'm lacking the botany course prerequisite and wondering if you offer that. Thanks so much!
562812308	2019-12-09 18:40:11	Hi, I am interested in the Digital Film Production AAAS but I already have an AA (Liberal Arts) from Whatcom Community College, so how does that work? Thank you
524649074	2019-07-29 17:53:00	Hi, I am interested on your HIM course. How can I start the process?|I currently have Ahima CCA coding certificate and I finished Medical Office Assistant online.|Thanks
529176858	2019-08-15 13:20:43	Hi, I am looking at the 6 quarter nursing program. I am currently a Midwifery student at Midwives College of Utah. I am almost finished with the program, and upon its completion, I will have an Associates degree and additionally will plan on getting my CPM certification (certified professional midwife). Who can I talk to to see if any of the nursing prerequisites could be waived because of these previous classes? Thank you.
387333249	2018-02-23 23:47:28	Hi, I am thinking about applying for your MLT program in a year once I have finished my B.S. in Biological Anthropology at Western Washington University. I was wondering if I could get guidance about what classes I need to take as pre-requisites in order to be accepted into your program. Thank you for you help.|-Meital Farkas
511399523	2019-06-10 16:08:40	Hi, I am trying to get an official transcript for a school I am in rolled to. They lost it and now telling me I have to this again. Thanks!
440439022	2018-09-19 19:31:26	Hi, I am wondering about the student status for your child care center. Do you need to be a full-time student to get priority enrollment at the center? Thanks, Alissa
512120931	2019-06-13 2:00:12	Hi, I enrolled in Shoreline CC but I would like to study at Central Seattle College in upcoming summer and fall quarter. I plan to take some courses in Visual Media program at Central Seattle (https://creativearts.seattlecentral.edu/programs/visual-media/course-planning) and in winter quarter 2020, I would be back at Shoreline pursuing Digital Film Production AAAS. So my question is which courses in Visual Media program at Central Seattle could be later transfered to Shoreline FIlm program?
506204706	2019-05-21 1:10:12	hi, I finished my master's degree of science in the University of Surry UK 6 years ago. I am not sure if my language proficiency could been deemed as equivalent as your requirement?
430581289	2018-08-09 13:48:34	Hi, I had a question about the doing program and if it could be offered online fully?  If you could help me with this, it would be most appreciated.  Thank you.
527729359	2019-08-09 13:25:27	Hi, I have a California Proficiency Certificate  from the 80's. I am 45 years old. I have been a working professional in executive positions for years. Does this certificate satisfy the GED requirement? Please let me know as I am interested in attending a certificate program in either fall or winter quarter. |Thanks,|Fran
575678362	2020-01-28 1:52:15	Hi, I have a few questions, can someone call or email me back with answers?|1) would my Management information systems bachelors degree from NYIT, be eligible for credits towards the nursing program?|2) what's the percentage of getting admitted into the program?|3) what factors are considered to be admitted ?|4) can I do the prerequisite anywhere?|Please advise, thank you!
392360383	2018-03-13 21:12:53	hi, i have a nephew he wants to come over for study. he is now doing 9th grade in Vietnam and would like to enroll the international programe high school. can i ask for the requirement for application? thanks so much.
441597776	2018-09-24 18:08:19	Hi, I have a question about the prerequisites for the class, Astronomy 101. I see that it requires Math 099. What exactly does this mean? I passed Algebra I, Algebra II, and Geometry in high school (I graduated in 2017), however I have not taken a math placement test. Am I able to take this class with my current math background?  |Thanks, |Anna
445366474	2018-10-09 16:30:32	Hi, I have a question regarding this program. I would like to sign up.  I have an offer of full time employment with the King County Department of Defense starting next year (I am also currently working there on a temporary basis).  If I enroll in this Criminal Justice Program, will you be able to provide a Curricular Practical Training (CPT) visa permission as part of the program, so I can earn credits for my job for a few months? Thanks!
410363992	2018-05-23 21:20:25	Hi, I have applied to Nursing School of Shoreline Community College.|On the website, it says all the applicants will notify status in approximately 4-6 weeks after the deadline. Unfortunately, I have not received any contact from Nursing department. I do not have a clue whether I failed, accepted, or on a waitlist.||I also called to Nursing Department secretary and left a voice mail. But I haven't received a call from them. |||Please, can you check with Nursing Department?|
408565603	2018-05-16 19:50:11	HI, I hope you're having a good day. I am currently a student at Spokane Falls Community College and am interested in transferring to Shoreline for my second-year studies this Fall. May I know the procedures for this transfer? Also is there a deadline for transferring? As I am still not completely sure about this decision, may I also know what benefits can I get in Shoreline comparing to studying in Spokane Falls? Thanks!
572172110	2020-01-14 14:38:41	Hi, I recently completed the three courses for the certificate in Sustainable Business Leadership.  Do you know when the certificate will be mailed?  Thanks,||Matt
502261393	2019-05-05 21:53:58	Hi, I want to ask for Shoreline's new built dorm. I'm currently a student in Highline CC and I'm transferring to Shoreline in this Fall quarter, I want to apply for shoreline's dorm and I am not sure if there's a requirement saying like you need to enroll at least 10 credits at Shoreline CC, to apply for the dorm. I'm an international student and I want to ask if there's any possibility to apply for dorm if I'm enrolling in the dorm in this fall quarter and also be my first quarter in Shoreline.
421664563	2018-07-06 15:58:01	Hi, I want to learn english in an intensive way. So my question is, if I need a student visa to do that , or I'd can do it with my tourism visa.||Thanks
553183445	2019-11-06 21:08:46	Hi, I was a student at shoreline and need to get my transcript who do I contact to get that information?
414680084	2018-06-11 1:36:15	Hi, I was just hoping to get more information on whether or not someone could complete a bachelor's degree at this school if they started at Western Washington University, and how the process of figuring out what credits can transfer would go. In this case, it would be a degree in communications. Thank you!
557937115	2019-11-21 15:02:24	Hi, I was just wondering about a few things. On the list where it says Math courses that require prerequisites, it doesn't list Statistics(Math 146), but I can't sign up for it without an add code. Can I test directly into this course with the Math placement tests?
468061175	2019-01-08 20:54:05	Hi, I was just wondering how long the application process takes and how long it normally takes to hear back!
451578474	2018-11-03 21:05:17	Hi, I was just wondering if I can start the program any quarter and if theres campus housing. I'd also like to know how much it would cost. Thank you!
439832148	2018-09-17 17:48:44	Hi, I was just wondering when fall quarter begins in Shoreline C.C.? Thank you!!!
486568711	2019-03-17 22:51:34	Hi, I was looking for a copy of the macroeconomics course syllabus, and was wondering if it was offered during your summer quarter.
505937794	2019-05-20 3:14:49	Hi, I was wondering if there's a payment option to pay the tuition for parts? I'm studying in Bellevue College right now and I was wondering if Shoreline uses any type of payment plan so students don't have to pay all at once.
524926526	2019-07-30 14:36:49	Hi, I went to a 4 year University pursuing a biology degree but did not graduate. I finished most of my classes and I was just interested what the options were for starting in the nursing program?
552127911	2019-11-04 3:22:17	Hi, i wonder what are Accounting(certificate) and Accounting clerk(certificate) set up for? Is it necessary to take one of these two if I completed the Accounting(AAAS)? It seems they are the same things. What's the difference among these three? How many credits am I supposed to complete in minimum for one quarter? Is it possible to get the financial support? Where can I go to inquire about it? Thanks!
409289157	2018-05-19 19:36:33	Hi, I would like more information about the Pre-health Postbacc. I am interested as an individual with a prior degree in a health-related background who is pursuing entry to medical school. Is the program 3 years only, or can it be shortened depending on the student's needs? Do you have a suggested curriculum for this purpose?|Thank you.
519295672	2019-07-10 16:38:42	Hi, I would like to enroll in Eng 101 Composition Class and it is waitlisted. I would like to see if I can take the class this summer quarter. I just need this class for prereq of my graduation at UW. thank you !!
543196157	2019-10-04 18:30:15	Hi, I would like to know if I am a current ESL student. How can I start to study Communication?  Who do I need to contact and if I determine to study Communication what courses do I need to take next quarter?
417631530	2018-06-22 15:07:33	Hi, I would like to know the list of classes I need to take in order to become a Certified Nurse Assistant . Thank you!
468648548	2019-01-10 21:08:29	Hi, I would like to know when will I have to apply for the fall intake.||Thank you
387113217	2018-02-23 7:45:24	Hi, I'm 17 years old Finnish girl and I'm going to visit Seattle next summer. I would like to know, are there any English courses to improve my English skills (oral/writing)? I've studied English since I was 9 years old, so I'm intrested in courses between basics and academic skills for 1-2 weeks during the summer. ||Best regards, |Oona
412523447	2018-06-03 2:19:06	Hi, I'm a high school student going to 11th grade and I wanted to see if I could go ahead in the summer and take and algebra 2 class so I don't have to take it
401581131	2018-04-19 15:04:24	Hi, I'm a junior studying Bioengineering at UW Seattle. I am premed; however, I will not have time to finish O Chem + labs and Biochem before graduating. I have only done CHEM 237 (1st quarter of O Chem). I wanted to know whether I would be able to complete the remaining O Chem and Biochem at Shoreline within 1 academic year. If not, what are my other options? I would be happy to schedule a phone call (425-516-1345) or in-person meeting if you want. Thanks so much!
406807091	2018-05-09 19:54:30	Hi, I'm a running start student (not at shoreline) and i'm hoping to take a Spanish course at Shoreline over the summer. I've taken Spanish at my high school through Spanish II and was wondering if that would that be equivalent to completion of SPAN&122 and/or if I need to take a placement test to take SPAN&123? Thanks.
456080138	2018-11-20 17:49:03	Hi, I'm a student at Cornish College of the arts. There was a hiccup and I missed some credits for art or design history for this year. Do you offer a semesters worth of online coursework so I can get those credits? I just need 3
534384134	2019-09-03 23:12:32	Hi, i'm an international student from saudi arabia, i have a high school degree. Also i'm in language school in this time. And i'm wondering if there's an associate degree in supply chain management.
389213040	2018-03-04 2:59:34	Hi, I'm currently studying in China and I'm very interested in the high school completion program that your school offer. My question is, when will be the deadline for application if I'm willing to attend the semester in fall 2018 (I will be sixteen then)? I really need to know because I've already registered the TOEFL test on August 26th, and I want to submit the test result with the application so I can avoid taking ESL lessons. Please let me know as soon as possible. Thank you!
411583606	2018-05-29 20:29:32	Hi, I'm from Shorecrest High School and my counselor gave us a packet for enrollment. I reached the step that says we must go through online orientation, however the link did not work. Is there a reason for that? Also will SCC accommodate for the new schedule for shorecrest next year? |Thanks
494392009	2019-04-14 15:43:43	Hi, I'm going to be a freshman at Stony Book University in NY this coming autumn. However, I want to transfer to the University of Washington (seattle campus) as soon as possible. I saw that Shoreline college provides the chance ensuring students to get into UW 100%. If this is my case, what should I do to enroll in shorline's transfer program to UW? Do I have to transfer to shoreline? Or can I participate online? If I need to transfer, when should I apply? Thank you so much!
468766048	2019-01-11 11:25:00	Hi, I'm Indah Purnamasari; a former student in Shoreline CC and I would like to request a transcript of my college degree. How can I request it? Thank you!|||
481340982	2019-02-26 19:25:24	Hi, I'm interested in joining and I would like to know what are the entry requirements for me to enter. I've been studying in Singapore and just recently finished the O'level examination.
440349559	2018-09-19 13:42:27	Hi, I'm interested in taking a general Psychology class, maybe for the Winter 2019 quarter. How much do I have to pay to take the course?
452561346	2018-11-07 13:05:58	Hi, I'm interested in the Animation/Video for Multimedia program. I have a BA in Liberal Arts and have done some graphic design coursework at Bellevue College, so may have transferable credits. Are there matriculation options for Winter quarter? Would love to get some more details on the program beyond the online Planning Guide. Thanks!
576432117	2020-01-29 23:15:40	Hi, I'm interested in the Dental Hygiene Program, I am a US Navy veteran and have a Bachelor's in Biology, received in 2015, prior to joining the service, I also took several courses at National University recently, and would like to meet with an advisor to figure out what prerequisites I still need to complete in order to be able to apply to the program. I look forward to hearing from you soon.
473854732	2019-01-30 11:44:24	Hi, I'm interested in the Manufacturing/CNC Machining program offered at Shoreline and I would like to meet with a program advisor to ask about the career prospect as well as the program itself. Please let me know if you can give an appointment so I can come and ask question. Thank you.
512381668	2019-06-13 23:16:06	Hi, I'm looking at the communications pre major degree and I'm unable to see an outline for the degree. I would like to be aware of the pre-reqs and classes that I need to take. I would greatly appreciate any help.||Thank you
406980627	2018-05-10 12:23:10	Hi, I'm looking to attend Shoreline this upcoming fall. I'm extremely new to college and would like to sit down with an advisor on how to take the next step in enrolling for classes. Thanks so much!||Claudine Magbag
417370845	2018-06-21 13:20:04	Hi, I'm planing to apply to Bachelor Nursing Program but I read the requirements and saw that all Biology classes must have more than 2.5 grade. What if I have two classes doesn't fix the requirements? Can I still apply and study two of these classes again at Shoreline? Or do I need to complete these classes at my school and transfer to another time?
417371591	2018-06-21 13:22:59	Hi, I'm planing to apply to Bachelor Nursing Program but I read the requirements and saw that all Biology classes must have more than 2.5 grade. What if I have two classes doesn't fix the requirements? Can I still apply and study two of these classes again at Shoreline? Or do I need to complete these classes at my school and transfer to another time?
557089307	2019-11-19 9:15:12	Hi, I'm planning to apply to the dental hygiene program in January. If I could be recommended an advisor from the dental hygiene program, that would be great. Thank you
506118846	2019-05-20 16:29:23	Hi, I'm taking RN prerequisites, I'm trying to enroll into Biology 211 for this summer quarter. However, do i need to take Chemistry 121 first and then take Bio 211?
514912247	2019-06-24 16:42:03	Hi, I'm trying to register for classes this Summer but it doesn't seem that I'm able to.  Could you please advise me on how I'd go about registering as a former student?  Thank you.
525351947	2019-07-31 20:00:15	Hi, I'm very interested in the AAAS Graphic Design program. any information you can send my way would be helpful! Such as, do you have any scholarships/grants? I just completed my 2019-2020 FASFA last night so I can update that to send my information to this school but I'm not sure if i missed a deadline? Also, what is the typical completion time for the program? How are schedules or classes usually laid out (2 classes a quarter, etc.)||Thank you!
410843535	2018-05-25 14:13:46	Hi, I've decided to go back to school after moving to Seattle from Houston. I'd like to know if my Credits will transfer from my previous community college. Is there a time I can come in and sit down and talk about my future plans and what will transfer and the best course of action to take? I also would like to know if I qualify for in-state tuition. I've moved back from Houston (2013-2017) and lived here for 1 year (2017-2018) and lived in Washington for a total of 17 years (1996-2013). Thanks
518375580	2019-07-08 0:30:48	Hi, I've just graduated ballard high school where I was involved with theater tech and working as the lighting designer. I was paid to do lighting for events and shows and I would like to continue in this line of work and pursue an education in the tech theater field. Can you recommend any courses to me?|Thank you, Isabelle Pampanelli
405720139	2018-05-05 22:09:30	Hi, it's been over 10 years since I attended SCC.|Where can I find my old transcripts?|Thanks!
449002079	2018-10-24 12:30:34	Hi, looking for admissions criteria for one of our students here at Scriber Lake High School
447584199	2018-10-18 12:41:55	Hi, looking to where I can get more information about upcoming events or setting up outside in the school yard, I am a vendor. Thank you.
561081926	2019-12-04 0:30:25	Hi, my daughter is considering enrolling at Shoreline on the Biological Science Pre-Major program.  One of the things we need  to consider is if the degree is transferable to Canada and BC in particular in the event that she wishes to complete her major back home.  The information i have is that transfer should be allowable provided that the program or course is from an accredited degree granting institution in the United States. So my question is; Is Shoreline CC an accredited?
412530539	2018-06-03 4:19:37	Hi, my mane is Kiu.|I would like to know more information about the Bachelor degree in Dental hygiene at your college such as the start day and the deadline for applying, prerequisites and the GPA that qualify for the program.|Another question is: Shoreline offers Bachelor degree or Lake Washinton Institute of Technology offers bachelor degree? Applying at Shoreline is different or same at LWIT.|Looking forward to hear from you.|Thanks
414060191	2018-06-07 20:42:00	Hi, My name is |My brother, mother and I want to apply for ESL program. But we have no SSN yet. We are waiting for it.|Can we apply for ESL program first and then inform SSN later if we receive it?|And I want to know there is a deadline for the placement test.|Thank you
422916517	2018-07-11 0:53:37	Hi, my name is and my student ID is 870160902. I am enrolled in two online classes this summer quarter. My mother passed away yesterday morning (July 9, 2018). I have been in mourning these past couple of days and I have missed a quiz in one of my classes. I have spoke with the professor of the class and he said that Canvas is not allowed to change my score. What should I do?
480634119	2019-02-24 10:59:21	Hi, my name is and these are the following two questions that i have. How much would the total cost for a year's worth of tuition be? Also, what are all of the requirements for admission? Lastly, here is my cell phone number +1 (907) 500-5807. That's all, for now, thank you.
398792444	2018-04-08 14:00:01	Hi, my name is currently attend UW Seattle and I would like to take a course over the summer at Shoreline to fulfill a prerequisite I need for physical chemistry. I looked at your annual schedule and it says you will offer the engineering physics 222 over summer. Is that correct? If it is, I would be interested in taking that class. |Thank you!|-Noah Baker
446759320	2018-10-15 16:30:12	Hi, my name is I am a Shoreline Windermere Real Estate Broker. I would like some information or guidance in potential advertising opportunities through SCC. Thank you for your time.
398242660	2018-04-05 14:28:03	Hi, my name is I am a student from Honduras I graduate the year of 2017 in Groves High School in Savannah Georgia, I just move to Seattle a month ago , and I would like to go to a community college, but I would like to know what do I need to enroll in.
575560615	2020-01-27 16:12:35	Hi, my name is I am getting pre requites for nursing school. I am currently going to North Seattle, but would like to take some of my classes at Shoreline and potentially apply to your nursing program. I would like to take Anatomy/physiology this coming Spring quarter. I would like some help getting enrolled and getting financial aid assistance. I would also like more information about your nursing program. Thank you!
415458154	2018-06-13 15:13:38	Hi, my name is I used to be international student at Everett community college, because of my family problem I was unable to pay my fee at college so my i-20 is terminated.now my all family problem is solved so I want to go to college, can I get i-20 from sorline community college.i hope I can get positive response thank you.
388528411	2018-02-28 21:12:42	Hi, my name is I would like to know,  How do ESL paid classes work? ||Best Karol
571639117	2020-01-13 3:00:48	hi, my name is i'm 15 and currently looking into colleges in Seattle. Shoreline has highly intrigued me and i have been searching online for scholarships but can't manage to find much information about them for international students. please help. thank you.
473862816	2019-01-30 12:09:22	Hi, my name is I'm from Puerto Rico||If you please can give me information about what do i have to do, it would be great.
561988639	2019-12-06 14:35:00	Hi, my name is wanted to know if I can start at Seattle Central for a Dental assistant certificate and transfer any credits to Shoreline's Dental Hygienists program.|I live near Everett and would like to commute less after a year at Seattle Central.||Thank you for your time.
455996895	2018-11-20 12:44:44	Hi, my name is, and I am an international student in Spokane Falls Community college. I am working my AA degree, and I plan to transfer to another four year university this quarter, but I meet some trouble. The major what I want to study in university is computer science, but AA degree is not suitable for this major. Then my teacher suggest me to change my degree and keep studying in college and transfer in next year. I want to move to a big city and work for my degree. The question I
570242912	2020-01-07 18:02:56	Hi, my name is, and I am interested in the music technology program offered at Shoreline Community College. I am currently a resident in WA state; I am not, however, a US citizen and am in the US with TD visa. I'd like to know the requirements for the admission. If I do apply now and get accepted, when would I be able to start school? Would I be able to take particular courses without enrolling into a certificate/degree program? Is there any restrictions on non-US citizens? Thank you!
547921108	2019-10-22 0:09:56	Hi, my name is, and I'm a high school senior enrolled through Running Start. I'm taking 1 class here (Art 253), and 2 other classes at North Seattle College where I completed my junior year working towards an AA-DTA. Because of its robust art program, I'm interested in pursuing an AFA exclusively through Shoreline. Could I meet with someone to discuss how this might be accomplished, and how my previous credits may (or may not) count towards an AFA?
391872687	2018-03-12 15:35:56	Hi, my name is, and I'm currently a junior at the University of Washington. I hope to pursue occupational therapy after graduation. We do not have an anatmoy class with a lab, and A&P 1 and A&P 2 are pre-reqs for many programs. I don't know if you have encountered this problem from UW students before, but do you know if their solution was just to take bio 231 or bio a&p1&2? Also, may you please send me the summer schedule for both Bio 231 and Bio A&P1? Thanks!|-Deidra Logan
418858890	2018-06-27 13:33:04	Hi, my name is. I am an Alumni and I graduated Spring 2017. I am now applying to SPU and one of the requirement is to submit an official IELTS score. I have contacted the University and they mentioned that if I can get an advisor from SCC to email them the official report which I submitted when I applied for college, it will still be considered valid and official by SPU. So, I'm wondering if Shoreline still keep the report and can help me send it. Thank you so much.
543249637	2019-10-05 2:37:31	Hi, my name is. I am interested to enroll medical lab tech program, and i did  not take any pre- requests about this program So, I want make appointment to meet one of the faculty regarding this program.       ||Thanks. |Marian A
461147685	2018-12-08 18:25:03	Hi, my name is'm currently finishing up a degree at Olympic College in Bremerton with plans to transfer to Bastyr University. Because of poor class scheduling I'm running into an issue with one of my prerequisites. Before summer quarter I need to have Gen Chem 1 completed. At OC we are required to take a chem prep class before we take Gen Chem. Unfortunately Chem 1 is not offered as a spring quarter class. I was just wondering if I could enroll in your spring Gen Chem course?
538404027	2019-09-18 10:44:45	Hi, my question is about the 10 quarter nursing program. I was just curious if the 10 quarter ADN offered classes later in the day so those working full time could participate in this program. Thank you!||Abby
387959739	2018-02-26 18:27:38	Hi, my son is a full-time student at UW and apparently the pre-requisites have changed on him for Math. (He tested out of some of the math courses but apparently still needs to take Math 111 and 112 in order to apply to the Foster School. He is looking to take the following classes at a community college so that he doesn't get behind:  Math 111 online this spring and then Math 112 online or on campus this summer. Is it possible for him to register for just this one class at a time? Thank you!
509327969	2019-06-03 12:21:09	Hi, my son, Deeraj Mirpuri, has applied thru your web admission center on 26 May 2019.  The status shown on public.ctc.edu is pending.  I would like to know if he has applied correctly or are we missing any steps/documents.  He is an American citizen but has been studying in Indonesia and would like to attend college at Shoreline in 2019 fall.  Awaiting for your immediate reply.||Regards,||Indira Naraindas|||
431115570	2018-08-12 13:27:02	Hi, our daughter will be attending as a freshman this fall. She graduated from Shorewood in June, and attended an event in the spring where she registered for classes. I'm just wondering if there are other orientation events that she should attend, or if what she attended in the spring is adequate? I did see some orientation events on the calendar in September. Thanks!
501065647	2019-05-01 0:27:55	hi, please where can I purchase some of your key holders as souvenirs. I want to purchase more. thanks
553098812	2019-11-06 16:01:54	Hi, this is Heeseung Kwon. I'm planning to take Nursing(RN) class at SCC. But I should go to South Seattle for next quarter which is Winter 2020. |I just want to know if I take some prerequisites like ENG101, CHE, and BIO, could I transfer those credits from South Seattle College to SCC?
396354692	2018-03-28 14:23:20	Hi, this is pengsheng zhang. I'm currently a student from University of Washington - Bothell. I think the course here are too hard for me to take. So I'm wondering is it possible transfer to Shoreline college to learn more business skills. Glad to hear back from you soon.
398342132	2018-04-05 22:18:39	Hi, this is regarding the associates in logistics and supply chain management. How many credits can I transfer? thank you!
391333868	2018-03-10 19:57:46	Hi, we toured your school, along with 5 others in the area last April. We were very impressed. My daughter has enrolled to attend this summer 2018, but I do not see this on your calendar. Are you having a summer session? ||Also, are you able to send me the required classes needed to transfer to UW, so I can help her sign up for classes and stay on track to transfer?||Thank you, Brenda
516184838	2019-06-28 20:19:14	Hi,, ||I was hoping to get some clarifying answers about the application process to Shoreline's Nursing program. I have completed my prerequisites at Lake Washington Tech. I was curious if I need my official transcripts evaluated now, or if unofficial transcripts will be accepted. Also, is there a specific way I need to package my nursing application? Am I okay to place all relevant information in a large folder and drop if off?
496013901	2019-04-21 11:37:58	Hi,| My name is have been looking for a place where I can study and develop my skills in Film, music and sound engineering. In my search I came across your school and become interested. I would like to find out a little more information from your side.|First of all, if your admit International students and what are the requirements. Also, I would like to know the duration of your courses and the cost. If there is any other important information that is worth sharing kindly send it to
